UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12 
212434,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212577,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212601,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212656,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212674,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212753,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212771,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212805,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212832,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212869,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212878,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212911,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212975,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212984,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
212993,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
213011,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213020,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213163,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213181,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213233,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213251,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213303,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213321,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213330,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213349,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213358,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213367,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213376,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213385,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213400,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213446,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213455,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213473,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213491,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213507,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213525,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213534,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213543,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213570,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213589,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213598,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213622,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213631,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213659,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213668,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213774,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213826,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213914,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213932,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213987,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
213996,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214023,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214041,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214069,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214111,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214148,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214157,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214166,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214175,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214272,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214290,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214379,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214476,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214528,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214564,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214582,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214591,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214607,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214625,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214634,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214643,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214652,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214661,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
214670,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214689,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214698,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214704,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214713,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214731,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214740,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214759,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214768,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214777,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214786,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214795,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214801,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214810,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214829,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214883,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214892,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214944,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
214971,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215008,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215044,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215053,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215062,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215105,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215114,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215123,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215239,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215266,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215275,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215284,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215293,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215309,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215336,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215381,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215390,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215415,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215424,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215442,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215479,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215530,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215585,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215594,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215619,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215637,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215655,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215682,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215691,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215743,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215770,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215798,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215813,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215886,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215929,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215947,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215974,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215983,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
215992,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216010,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216038,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216047,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216074,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216083,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216162,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216223,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216278,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216287,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216296,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216311,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216339,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216348,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216357,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216366,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216436,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216445,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216454,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216463,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216524,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216542,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216551,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216579,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216597,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216630,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216667,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216694,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216746,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216764,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216773,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216807,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216816,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216825,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216852,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216931,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
216940,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217013,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217040,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217059,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217077,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217156,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217165,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217235,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217305,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217323,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217402,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217420,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217475,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217484,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217493,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217518,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217536,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217581,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217606,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217615,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217624,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217633,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217688,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217712,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217721,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217749,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217776,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217794,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217819,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217828,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217837,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217864,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217873,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217882,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217891,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217907,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217925,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217934,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217961,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217989,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
217998,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218025,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218061,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218070,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218113,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218140,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218159,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218195,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218229,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218238,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218335,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218353,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218399,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218414,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218441,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218487,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218520,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218539,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218645,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218654,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218663,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218672,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218681,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218690,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218706,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218724,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218733,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218742,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218751,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218821,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218830,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218858,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218885,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218894,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218919,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218955,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218964,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218973,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
218991,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219000,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219037,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219046,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219082,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219091,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219125,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219143,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219170,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219189,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219198,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219204,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219240,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219259,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219277,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219295,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
219338,3,0,-2,5,0,-2,-2,.,-2,5,0,-2,-2,.,-2
219347,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219356,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219374,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219383,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219392,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219408,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219426,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219453,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219471,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219480,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219505,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219587,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219596,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219602,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219639,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219709,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219718,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219790,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219806,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219824,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219833,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219842,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219851,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219879,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219888,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219903,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219921,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
219949,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219976,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
219994,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220002,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
220057,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220075,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220118,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220127,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220163,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220181,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220206,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220215,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220251,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220279,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220321,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220394,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220400,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220464,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220473,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220491,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220516,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220552,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220598,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220604,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220613,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220631,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220640,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220701,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220710,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220756,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220765,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220792,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220853,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220862,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220871,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220978,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
220996,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221050,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221096,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221102,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221148,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221184,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221236,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221281,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221333,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221351,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221388,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
221397,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221430,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221485,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221494,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221519,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221582,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221591,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221607,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221616,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221625,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221643,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
221661,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
