UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12 
155104,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155140,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155159,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155177,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155186,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155195,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155201,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155210,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155283,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155292,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155308,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155317,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155335,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155353,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155399,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155414,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155423,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155450,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155487,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155496,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155511,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155520,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155566,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155593,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155618,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155627,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155636,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155681,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155715,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155812,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155830,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155858,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155900,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155937,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
155973,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156082,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156107,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156125,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156134,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156189,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156213,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156222,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156231,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156286,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156295,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156310,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156338,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156356,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156365,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156392,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156408,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156417,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156426,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156471,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156541,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156620,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156648,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156727,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156745,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156754,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156790,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156842,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156851,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156860,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156921,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
156967,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157021,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157030,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157058,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157076,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157085,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157100,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157207,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157216,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157289,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157298,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157304,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157331,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157377,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157386,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157401,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157438,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157447,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157483,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157535,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157553,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157614,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157650,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157669,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157678,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157711,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157739,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157748,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157757,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157793,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157809,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157818,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157854,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
157863,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
157951,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158088,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158246,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158325,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158431,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158477,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158538,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158617,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158662,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158778,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158787,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158802,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
158884,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159009,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159027,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159197,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159328,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159373,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159382,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159391,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159407,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159416,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159513,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159522,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159531,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159568,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159601,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159647,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159656,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159717,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159939,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159948,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159966,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
159993,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160010,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160038,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160065,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160074,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160117,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160126,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160199,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160320,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160409,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160472,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160481,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160524,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160533,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
160579,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160597,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160612,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160621,1,8,-2,1,8,1,160621,83,-2,1,8,1,160621,90,-2
160630,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160649,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160658,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160667,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160755,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160904,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160959,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160977,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
160995,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161004,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161022,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161077,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161086,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161138,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161192,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161208,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161217,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161226,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161235,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161253,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161280,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
161299,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161341,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161457,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161484,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161493,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161509,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161518,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161527,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161545,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161554,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161563,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161572,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161581,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161688,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161767,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161800,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161855,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161864,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
161873,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162007,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162061,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162104,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162122,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162168,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162210,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162283,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162335,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162371,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162557,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162584,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162609,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162654,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162690,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162706,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162760,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162779,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162830,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
162928,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163028,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163046,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163204,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163259,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163268,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163286,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163295,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163338,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163347,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163408,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163426,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163453,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163462,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163532,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163541,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163578,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163657,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163815,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163851,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163912,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
163976,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164076,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164085,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164146,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
164155,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164173,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164216,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164270,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164313,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164368,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164447,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164465,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164492,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164535,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164562,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164580,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164599,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164614,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164632,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164641,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2
164739,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164748,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164775,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164845,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164872,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164915,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164924,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
164988,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165015,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165024,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165033,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165060,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165112,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165167,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165194,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165255,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165264,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165334,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165495,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165529,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165556,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165574,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165608,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165635,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165644,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165662,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165671,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165699,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165750,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165802,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165820,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165866,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165884,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165936,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165945,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
165981,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166018,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166027,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166045,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166054,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166124,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166133,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166391,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166407,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166452,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166489,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166498,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166513,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166629,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166638,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166647,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166656,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166665,1,8,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2
166674,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166683,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166692,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166708,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166717,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166805,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166823,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166850,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166869,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166887,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166911,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166939,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
166957,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167039,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167057,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167093,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167215,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167260,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167288,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167297,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167312,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167358,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167376,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167394,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167464,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167525,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167534,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167598,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167631,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167677,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167729,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167783,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167792,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167835,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167871,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167899,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167905,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167987,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
167996,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
168005,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
168032,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
168148,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
168218,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
168227,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2
